"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24"
107,102.886643078617,196.943843028582,297.906120822917,52,22,32.8597924569932,164,106,63.5076510813087,50.9104366388487,61.2248383267687,117.63989288879,104.05048117558,90.7307672136554,125.47505061047,0,1,0,154.783184445443,147.62288263721,244.667677419954,0.369350669732162,0.5006463517383,1.47518645559782
90,100.815797627113,194.7411363229,300.260250931874,49,19,17.459269694276,161,96,70.4420529888012,30.5268079477533,36.0814372770033,108.976699817134,95.4296874695974,109.565453066335,88.4766068304277,0,1,0,50.9968869297049,84.6318450621776,113.862044089972,0.63736148297734,0.511120367451305,0.640850912776136
90,105.404634092997,199.422587187589,301.454232167735,46,13,26.5330671502058,150,98,99.3241228279658,55.4518429557077,65.4653733978919,81.267880378023,108.382226736862,111.929652594041,113.794568229917,1,1,1,24.5810213265941,43.3559574429462,80.5618593088258,0.557686208756854,0.522909162660968,-0.0158511893775648
92,109.501591164433,206.921738582606,317.415535986426,41,13,26.516413473014,152,109,96.3471720879897,55.456907744875,76.5005264924877,89.4623630288058,110.825028801544,107.693665816408,93.47405530195,1,1,1,54.4759795514351,134.5282515533,212.358501889522,0.416432715739803,0.510081162072088,0.465479140231989
99,93.2372867724329,195.307733275614,286.121572967996,48,13,23.5201356566726,136,93,61.7323687043972,26.6682582354113,38.8013399310831,118.164882173209,84.0200903753372,115.037714757573,115.317432917662,1,1,0,34.4917535316199,331.263535717712,87.4497254153324,0.72330805310906,0.514442088791522,1.99227448522806
77,89.1963763675271,196.023202171355,308.636317438334,44,21,24.6116406406481,145,91,38.6820684722625,1.06698132912648,20.8959404088672,106.924240801463,115.675543701003,97.6839235763815,108.954327844058,0,1,0,30.4375207750127,29.4051237051452,110.466619325051,0.450645132558648,0.49474989236936,1.30477736707823
85,99.1602840142,186.946602733109,305.834137961268,42,19,24.5585761329016,155,113,57.7514012902975,2.00690631339978,3.34094452201929,94.9313279633101,106.636727343208,89.0426397009521,113.977569933958,0,1,0,54.28897854662,86.9104266397614,266.026965232724,0.678066031469274,0.493230930759678,0.376363959731136
85,91.1942477426322,190.391151034118,281.992329416096,44,18,39.5759027956396,155,105,21.5568768559024,8.20244344517513,21.4324938198089,110.264365955699,98.0958458084289,101.3750905151,98.3858318367231,1,0,0,11.782299755507,158.474099684484,2.94385033607514,0.573612838391088,0.482158714919717,1.76081882193053
92,98.2205185303457,212.330159544425,316.546414623814,45,21,31.5297445921562,159,119,52.4966644030064,21.9990179700591,33.8998711658082,96.7101705056269,105.174619178125,91.3913008886262,108.020772175991,0,1,0,27.9574490617961,31.4954423639966,67.3481749971714,0.520432780662811,0.458816868420259,-0.00752118329716756
92,107.392968983529,204.643003148827,306.159631925304,53,16,49.4613349006365,146,106,58.5005760472268,13.4326830939369,48.0397595551567,104.092972567914,111.155203485339,98.0484242659395,115.418836835897,0,0,0,5.60373121711779,2.84723294921163,50.7064974115759,0.284400518893686,0.466808805817208,1.74867169194487
101,100.545280403201,207.248552281028,304.949131809394,52,16,23.2846026825143,152,93,30.2230757428333,22.6946955117161,27.7291467734599,89.2882731906573,94.9176233333357,113.109614053306,106.510623544664,1,0,0,143.990690616212,2.33985291802931,68.1295435389423,0.477954164595864,0.516370573513553,-0.0710108298218182
92,96.1248020700191,208.208680181828,313.029349671199,69,20,48.3269357466788,151,96,51.1995019810274,45.6027498826849,50.9539896325078,100.334407174518,109.520640503749,105.794738227974,112.720769529034,0,1,0,3.1648839591071,31.3823642561488,33.4303709171515,0.547259197908743,0.461723252585806,-0.391197281515051
97,107.913727957664,218.677536959822,322.493438747709,45,23,25.7170557427023,153,93,73.7793002557009,25.3671048059215,59.6999694038909,119.748591546653,113.603642111352,112.376601497703,90.9415469747566,1,1,1,121.642625103596,165.533802906712,187.820947451353,0.484863482644388,0.503527806162666,2.01977220946423
105,90.7726454614426,188.85509370137,297.834705687074,50,17,34.8421028359996,141,91,86.8326536891982,4.01981358407327,35.2359340706684,100.140903086324,93.3494172648162,118.84119656737,105.319892636362,0,1,0,81.0259657144096,178.965152356421,0.183056350540243,0.423472371212491,0.54064643153818,1.33027968819637
78,116.399936062548,219.163849504734,306.868057857811,38,23,23.4360770908003,146,104,90.8714737533592,43.9696986395185,71.4801291518562,98.4009932991145,97.0518344582116,94.0404022400579,112.002668400216,1,1,1,4.2043826071338,6.41020242644416,40.1761943743502,0.362760521969876,0.549404209958123,1.12497169282663
99,107.752414936695,195.842428686955,289.513695471589,54,11,26.9150385672657,150,105,23.9600982470438,13.6751593305192,21.4793555104554,99.9493144137405,113.492764847006,114.577844897605,107.531257763924,0,1,0,52.7855598125021,174.425131785264,85.27737580649,0.361224629035773,0.507847377840687,0.611709901550903
102,110.745979969326,221.600840227199,321.038326199134,49,24,42.6738274060605,139,99,88.4758499707095,50.0840654027245,87.5607459633565,96.0571917692726,95.628657148536,95.8347627030729,95.7362109809637,0,1,0,62.1773821280754,14.2004987318041,16.4312925292002,0.336801055576326,0.527445037936881,0.824102629257401
90,90.9136416813855,187.219373430797,289.522573750184,53,13,43.0351060013006,152,113,27.0577239384875,11.7247724158812,17.4555461320508,101.469188817643,100.888355053811,109.729073480462,92.6290020068668,0,0,0,7.37703444901854,4.88630146828701,70.450307211572,0.553337113046023,0.587033657349398,1.85703931021571
89,92.6394231354828,193.977492174694,270.43786018148,43,21,27.6973987202855,161,109,74.7649827529676,7.58712658053217,33.0108025152975,78.8674539966696,91.2465708516128,80.3123116522468,90.8582631165075,0,0,0,75.9707081089628,106.612433859741,6.15314758904079,0.525002779222619,0.4856797177275,-0.814985465009791
102,103.865835041042,198.128632715234,302.506721220261,59,19,60.7045361803624,154,111,90.5529944365844,0.426931608920066,11.2484006610384,101.249486697718,95.9044197754879,98.1429172469181,93.1139070224537,1,1,1,43.7117818256325,171.341274737217,46.7131979236852,0.556561463072964,0.56110135785532,1.49235514599542
95,99.4727918289164,199.38876586288,315.298862464219,56,23,37.7548964685506,157,109,37.0657776598819,27.6009195755881,35.4200112567182,122.197312937351,88.9711431613073,115.361191006294,85.3203396989859,0,1,0,4.35159694879618,74.060417957073,37.697449601249,0.424988429322527,0.489254884579903,-1.01929133326203
91,95.9295892691721,188.184846941852,293.37552098686,42,22,25.8805972253607,144,90,86.1236660508439,16.8057594954087,66.1166096883811,95.1164702193946,114.305145371266,120.391786702669,104.406996794448,0,0,0,16.1576481502492,222.278773921432,78.1433245159702,0.513895830467767,0.457666031539758,0.390480352413098
87,111.480152744268,202.360852647399,296.201120669882,53,25,35.1876567831283,150,92,81.9137689121999,65.3298477846274,79.7908047271455,105.001924291762,89.4852535841273,115.665908845118,105.123579841331,0,1,0,35.0699079667634,71.082314612695,30.3117584329105,0.646254279829729,0.480968594041509,1.04555237883114
80,95.6051990666555,178.607720092535,288.316336770737,43,23,38.9626016215482,134,92,87.9006649157964,4.39868910628248,60.5969667709364,97.2320128533411,96.9867909691232,98.7240940619071,77.9199687156067,1,0,0,13.2304551778361,107.109717418655,53.1122244488005,0.410712313733396,0.463473332717956,0.497681892193958
91,79.0950476824752,201.971589638033,301.800140401156,46,15,30.0813220962192,150,91,37.7653754502535,21.890635725362,27.7886953214572,100.700093703007,101.002924493841,95.6048658807275,99.7369196857626,1,0,0,24.7467015362574,123.386033160312,2.13482460293162,0.471698775069223,0.489903676841471,0.607112185530939
94,86.1919764269701,168.875880672669,266.5474596558,53,23,30.8783814292509,149,103,78.2762716268189,25.4623686636632,48.0901377733098,110.532647975171,88.8805678229144,125.23161404701,119.096216025213,0,1,0,110.839151175527,100.874547379295,3.63277095027933,0.25694835515564,0.470547508449927,0.0982877893507524
